age,gender,Q3,Q4,Q5,Q6
25-29,Man,Other,Bachelor’s degree,Currently not employed,< 1 years
30-34,Woman,United States of America,Master’s degree,Student,1-2 years
30-34,Man,Other,Some college/university study without earning a bachelor’s degree,Student,3-5 years
22-24,Woman,Viet Nam,Master’s degree,Research Scientist,I have never written code
22-24,Woman,China,Master’s degree,Student,3-5 years
30-34,Woman,United States of America,Bachelor’s degree,Research Scientist,1-2 years
35-39,Man,Israel,Master’s degree,Data Scientist,5-10 years
25-29,Woman,Turkey,Bachelor’s degree,Business Analyst,< 1 years
18-21,Man,Nigeria,Bachelor’s degree,Student,< 1 years
45-49,Man,Italy,Bachelor’s degree,Business Analyst,5-10 years
18-21,Man,India,Bachelor’s degree,,
35-39,Man,Other,Doctoral degree,Currently not employed,1-2 years
18-21,Man,Russia,Bachelor’s degree,Student,3-5 years
18-21,Woman,India,Master’s degree,Data Analyst,3-5 years
25-29,Man,India,Bachelor’s degree,Machine Learning Engineer,5-10 years
25-29,Man,Peru,Some college/university study without earning a bachelor’s degree,Software Engineer,5-10 years
18-21,Woman,India,Bachelor’s degree,Student,1-2 years
45-49,Man,Russia,No formal education past high school,Machine Learning Engineer,20+ years
18-21,Man,Kenya,Bachelor’s degree,Student,1-2 years
25-29,Woman,France,Master’s degree,Software Engineer,3-5 years
60-69,Man,United States of America,Bachelor’s degree,Other,20+ years
25-29,Man,Poland,Master’s degree,Data Scientist,3-5 years
30-34,Man,Other,Professional degree,Other,1-2 years
22-24,Man,Viet Nam,Bachelor’s degree,Research Scientist,3-5 years
30-34,Woman,Pakistan,Doctoral degree,Machine Learning Engineer,I have never written code
40-44,Man,United States of America,Master’s degree,Data Engineer,10-20 years
55-59,Man,South Africa,Bachelor’s degree,Currently not employed,5-10 years
18-21,Man,Belarus,Some college/university study without earning a bachelor’s degree,Student,< 1 years
18-21,Woman,India,Bachelor’s degree,Student,1-2 years
18-21,Woman,India,Master’s degree,Data Scientist,3-5 years
35-39,Man,United States of America,Doctoral degree,Data Scientist,5-10 years
18-21,Man,Russia,No formal education past high school,Student,1-2 years
25-29,Man,Russia,Doctoral degree,Machine Learning Engineer,10-20 years
30-34,Man,India,Master’s degree,Data Scientist,1-2 years
45-49,Man,Indonesia,Master’s degree,Student,5-10 years
50-54,Man,United States of America,Master’s degree,Data Scientist,20+ years
22-24,Man,Other,Master’s degree,Statistician,1-2 years
40-44,Man,India,Bachelor’s degree,Software Engineer,10-20 years
45-49,Woman,United States of America,Master’s degree,Research Scientist,3-5 years
25-29,Man,Japan,Master’s degree,Research Scientist,1-2 years
22-24,Man,Singapore,Bachelor’s degree,Student,I have never written code
40-44,Man,United States of America,Bachelor’s degree,Student,1-2 years
55-59,Man,United States of America,Doctoral degree,Software Engineer,20+ years
18-21,Woman,India,Master’s degree,Data Scientist,< 1 years
25-29,Man,Japan,Master’s degree,Other,1-2 years
25-29,Man,India,Bachelor’s degree,Software Engineer,1-2 years
22-24,Man,India,Master’s degree,Business Analyst,< 1 years
30-34,Man,United States of America,Master’s degree,Data Scientist,3-5 years
18-21,Man,Pakistan,Bachelor’s degree,Student,I have never written code
25-29,Man,Australia,Master’s degree,Software Engineer,1-2 years
22-24,Man,Indonesia,Master’s degree,Software Engineer,3-5 years
30-34,Man,Canada,Bachelor’s degree,Software Engineer,10-20 years
25-29,Man,Other,Master’s degree,Research Scientist,3-5 years
30-34,Man,Nigeria,Master’s degree,Data Analyst,1-2 years
25-29,Man,Canada,Master’s degree,Other,3-5 years
25-29,Woman,Pakistan,Master’s degree,Student,1-2 years
35-39,Man,Russia,I prefer not to answer,Software Engineer,20+ years
45-49,Woman,United States of America,Bachelor’s degree,Data Scientist,3-5 years
30-34,Man,Belarus,Bachelor’s degree,Data Engineer,3-5 years
40-44,Man,Republic of Korea,Doctoral degree,Machine Learning Engineer,
45-49,Man,United States of America,Bachelor’s degree,Software Engineer,20+ years
45-49,Man,Germany,Some college/university study without earning a bachelor’s degree,Currently not employed,5-10 years
40-44,Man,Other,Bachelor’s degree,Software Engineer,10-20 years
18-21,Man,India,Bachelor’s degree,Student,< 1 years
18-21,Man,India,Bachelor’s degree,Student,3-5 years
25-29,Man,Mexico,Master’s degree,Currently not employed,3-5 years
22-24,Woman,India,Master’s degree,Software Engineer,5-10 years
35-39,Man,United States of America,Master’s degree,Machine Learning Engineer,5-10 years
22-24,Man,India,Bachelor’s degree,Data Analyst,3-5 years
25-29,Woman,India,Bachelor’s degree,Business Analyst,3-5 years
30-34,Man,Germany,Master’s degree,Business Analyst,5-10 years
22-24,Woman,South Korea,Bachelor’s degree,Data Scientist,1-2 years
25-29,Man,United States of America,Professional degree,Data Scientist,5-10 years
30-34,Man,India,Master’s degree,Business Analyst,I have never written code
60-69,Man,Mexico,Doctoral degree,Data Scientist,20+ years
25-29,Man,Canada,Master’s degree,Data Analyst,1-2 years
30-34,Man,France,No formal education past high school,Student,1-2 years
45-49,Man,Italy,Master’s degree,Other,5-10 years
25-29,Man,Other,Bachelor’s degree,Software Engineer,1-2 years
22-24,Man,India,Bachelor’s degree,Software Engineer,3-5 years
18-21,Man,Nigeria,Bachelor’s degree,Machine Learning Engineer,1-2 years
30-34,Man,Other,Bachelor’s degree,Software Engineer,5-10 years
18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,3-5 years
50-54,Woman,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Software Engineer,5-10 years
22-24,Woman,Pakistan,Master’s degree,Product/Project Manager,3-5 years
40-44,Man,Ukraine,Doctoral degree,Data Scientist,3-5 years
18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,3-5 years
22-24,Man,India,Bachelor’s degree,Currently not employed,< 1 years
25-29,Man,Nigeria,Master’s degree,Other,I have never written code
22-24,Woman,India,Doctoral degree,Currently not employed,3-5 years
22-24,Woman,India,Bachelor’s degree,Data Scientist,1-2 years
40-44,Woman,United States of America,Doctoral degree,Research Scientist,5-10 years
25-29,Man,United Kingdom of Great Britain and Northern Ireland,,,
40-44,Man,Argentina,Professional degree,Other,< 1 years
30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,I have never written code
22-24,Man,Nigeria,Bachelor’s degree,Currently not employed,< 1 years
22-24,Man,India,Master’s degree,Data Scientist,< 1 years
22-24,Man,Other,Bachelor’s degree,Data Scientist,1-2 years
22-24,Man,India,Master’s degree,Student,1-2 years
50-54,Man,Poland,Some college/university study without earning a bachelor’s degree,Research Scientist,5-10 years
30-34,Man,India,Bachelor’s degree,Software Engineer,5-10 years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
25-29,Man,Germany,Bachelor’s degree,Other,1-2 years
25-29,Man,Pakistan,Bachelor’s degree,Business Analyst,3-5 years
30-34,Woman,France,Doctoral degree,Research Scientist,10-20 years
55-59,Man,United States of America,Bachelor’s degree,Software Engineer,20+ years
22-24,Man,India,Bachelor’s degree,Student,< 1 years
40-44,Man,Chile,Some college/university study without earning a bachelor’s degree,Data Analyst,1-2 years
55-59,Man,Kenya,Bachelor’s degree,Other,I have never written code
40-44,Man,Brazil,Some college/university study without earning a bachelor’s degree,Student,1-2 years
30-34,Man,Other,Doctoral degree,Data Analyst,< 1 years
25-29,Man,Portugal,Doctoral degree,Data Scientist,5-10 years
25-29,Man,Thailand,Bachelor’s degree,Product/Project Manager,I have never written code
22-24,Man,India,Master’s degree,Student,< 1 years
25-29,Man,"Iran, Islamic Republic of...",Master’s degree,Product/Project Manager,3-5 years
18-21,Man,Japan,Bachelor’s degree,,
45-49,Man,Mexico,Master’s degree,Business Analyst,5-10 years
45-49,Man,United Kingdom of Great Britain and Northern Ireland,Professional degree,Currently not employed,3-5 years
50-54,Man,Japan,Bachelor’s degree,Data Engineer,3-5 years
18-21,Woman,Indonesia,Bachelor’s degree,Student,< 1 years
40-44,Man,United States of America,Master’s degree,DBA/Database Engineer,20+ years
18-21,Woman,Malaysia,Bachelor’s degree,Student,< 1 years
30-34,Man,India,Bachelor’s degree,Business Analyst,3-5 years
35-39,Man,United States of America,Doctoral degree,Student,3-5 years
40-44,Man,Greece,Doctoral degree,Software Engineer,3-5 years
25-29,Man,South Korea,Master’s degree,Machine Learning Engineer,< 1 years
30-34,Man,Turkey,Bachelor’s degree,Other,3-5 years
30-34,Man,Other,Doctoral degree,Data Scientist,3-5 years
25-29,Woman,Taiwan,Master’s degree,Software Engineer,5-10 years
18-21,Woman,India,Bachelor’s degree,Student,1-2 years
60-69,Man,South Korea,Doctoral degree,Currently not employed,20+ years
30-34,Prefer not to say,India,Master’s degree,Data Scientist,5-10 years
45-49,Man,Australia,Master’s degree,Currently not employed,10-20 years
22-24,Man,Kenya,Bachelor’s degree,Data Scientist,< 1 years
22-24,Man,South Africa,Bachelor’s degree,Student,3-5 years
18-21,Man,Netherlands,Some college/university study without earning a bachelor’s degree,Student,< 1 years
50-54,Woman,Taiwan,Doctoral degree,Other,< 1 years
22-24,Man,Other,Bachelor’s degree,Data Scientist,3-5 years
22-24,Man,Sri Lanka,Bachelor’s degree,Software Engineer,1-2 years
22-24,Man,India,Bachelor’s degree,Software Engineer,1-2 years
22-24,Man,India,Bachelor’s degree,Student,1-2 years
18-21,Woman,United States of America,Bachelor’s degree,Student,1-2 years
18-21,Man,India,Bachelor’s degree,Student,3-5 years
18-21,Man,India,I prefer not to answer,Student,1-2 years
30-34,Man,India,Doctoral degree,Data Scientist,5-10 years
22-24,Man,India,Master’s degree,Student,< 1 years
25-29,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Business Analyst,< 1 years
18-21,Man,India,Master’s degree,Software Engineer,1-2 years
22-24,Man,Sweden,Master’s degree,Student,5-10 years
25-29,Man,United States of America,Master’s degree,Data Engineer,3-5 years
18-21,Man,Bangladesh,Bachelor’s degree,Student,1-2 years
25-29,Man,Pakistan,Bachelor’s degree,Student,< 1 years
22-24,Woman,India,Bachelor’s degree,Currently not employed,1-2 years
22-24,Man,India,Some college/university study without earning a bachelor’s degree,Currently not employed,1-2 years
40-44,Man,Taiwan,,,
30-34,Man,Germany,Bachelor’s degree,Software Engineer,5-10 years
25-29,Man,Spain,Master’s degree,Currently not employed,5-10 years
18-21,Man,India,Master’s degree,Student,< 1 years
60-69,Man,Portugal,Master’s degree,Student,< 1 years
30-34,Man,India,Master’s degree,Data Scientist,20+ years
22-24,Man,Indonesia,Bachelor’s degree,Student,I have never written code
18-21,Man,China,Bachelor’s degree,Student,1-2 years
60-69,Man,Canada,Doctoral degree,Research Scientist,20+ years
30-34,Woman,United States of America,Master’s degree,Data Scientist,10-20 years
25-29,Man,China,Master’s degree,Data Analyst,3-5 years
45-49,Prefer not to say,United States of America,Doctoral degree,Software Engineer,20+ years
35-39,Man,India,Bachelor’s degree,Product/Project Manager,10-20 years
25-29,Man,Russia,Bachelor’s degree,Software Engineer,< 1 years
18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,< 1 years
35-39,Man,Other,Master’s degree,Business Analyst,< 1 years
60-69,Man,Morocco,Doctoral degree,Research Scientist,20+ years
30-34,Man,India,Bachelor’s degree,Product/Project Manager,1-2 years
50-54,Man,Italy,Bachelor’s degree,Software Engineer,20+ years
40-44,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Analyst,20+ years
25-29,Man,India,Bachelor’s degree,Data Scientist,1-2 years
35-39,Man,Pakistan,Doctoral degree,Research Scientist,3-5 years
25-29,Man,Russia,Bachelor’s degree,Currently not employed,1-2 years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
30-34,Man,United States of America,Bachelor’s degree,Software Engineer,10-20 years
22-24,Man,Bangladesh,Bachelor’s degree,Currently not employed,3-5 years
25-29,Man,India,Professional degree,Other,I have never written code
25-29,Woman,India,Bachelor’s degree,Currently not employed,< 1 years
30-34,Man,Other,Master’s degree,Business Analyst,1-2 years
18-21,Man,Bangladesh,Bachelor’s degree,Student,< 1 years
18-21,Woman,Bangladesh,Bachelor’s degree,Student,< 1 years
50-54,Man,South Korea,Doctoral degree,Data Scientist,3-5 years
30-34,Man,India,Master’s degree,Business Analyst,I have never written code
45-49,Woman,Thailand,I prefer not to answer,Data Analyst,3-5 years
40-44,Man,Colombia,Professional degree,Data Scientist,1-2 years
35-39,Man,Russia,Master’s degree,Software Engineer,10-20 years
22-24,Man,Nigeria,Professional degree,Business Analyst,I have never written code
30-34,Man,Germany,Doctoral degree,Data Scientist,10-20 years
18-21,Man,India,Master’s degree,Currently not employed,3-5 years
40-44,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,10-20 years
40-44,Man,Australia,Master’s degree,Data Analyst,3-5 years
22-24,Man,India,Master’s degree,Data Analyst,< 1 years
45-49,Man,Republic of Korea,,,
22-24,Man,Tunisia,Master’s degree,Data Scientist,1-2 years
40-44,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Software Engineer,1-2 years
35-39,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,5-10 years
45-49,Man,Australia,Bachelor’s degree,Software Engineer,3-5 years
50-54,Man,Germany,Master’s degree,Other,
25-29,Woman,India,Master’s degree,Data Scientist,5-10 years
55-59,Man,Philippines,Some college/university study without earning a bachelor’s degree,Software Engineer,20+ years
25-29,Woman,India,Master’s degree,Data Scientist,3-5 years
18-21,Man,India,Bachelor’s degree,Student,< 1 years
18-21,Man,India,Bachelor’s degree,Student,3-5 years
30-34,Prefer to self-describe,Other,Doctoral degree,Student,10-20 years
25-29,Woman,Ireland,Bachelor’s degree,Business Analyst,1-2 years
18-21,Woman,India,Master’s degree,,
40-44,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,5-10 years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
25-29,Man,Turkey,Doctoral degree,Research Scientist,10-20 years
40-44,Man,Japan,Master’s degree,Other,< 1 years
18-21,Woman,India,Some college/university study without earning a bachelor’s degree,Student,1-2 years
18-21,Man,India,Bachelor’s degree,Data Scientist,< 1 years
50-54,Man,United States of America,Master’s degree,Business Analyst,10-20 years
18-21,Man,India,Bachelor’s degree,Student,< 1 years
40-44,Man,Other,Master’s degree,Product/Project Manager,3-5 years
25-29,Man,Japan,Some college/university study without earning a bachelor’s degree,Data Scientist,< 1 years
25-29,Woman,Taiwan,Bachelor’s degree,Student,1-2 years
60-69,Man,India,Doctoral degree,Data Scientist,20+ years
35-39,Man,India,Bachelor’s degree,,
18-21,Man,China,Some college/university study without earning a bachelor’s degree,Student,1-2 years
22-24,Woman,Kenya,Bachelor’s degree,Student,< 1 years
22-24,Man,Brazil,Bachelor’s degree,,
60-69,Man,United States of America,Master’s degree,Statistician,20+ years
40-44,Man,India,Professional degree,Product/Project Manager,< 1 years
22-24,Woman,Philippines,Master’s degree,Student,1-2 years
25-29,Man,India,Bachelor’s degree,Software Engineer,5-10 years
22-24,Man,United States of America,Bachelor’s degree,Product/Project Manager,1-2 years
22-24,Man,Indonesia,Bachelor’s degree,Software Engineer,3-5 years
35-39,Man,Singapore,Master’s degree,Business Analyst,5-10 years
45-49,Woman,India,Professional degree,Other,10-20 years
30-34,Man,India,Bachelor’s degree,Software Engineer,3-5 years
25-29,Man,India,Master’s degree,Data Scientist,1-2 years
25-29,Woman,India,Master’s degree,Student,< 1 years
22-24,Man,India,Master’s degree,Currently not employed,1-2 years
22-24,Man,China,Bachelor’s degree,Student,3-5 years
40-44,Man,India,Master’s degree,Currently not employed,3-5 years
25-29,Woman,United States of America,Master’s degree,Software Engineer,3-5 years
18-21,Man,Pakistan,Bachelor’s degree,,
55-59,Man,South Korea,I prefer not to answer,Currently not employed,< 1 years
22-24,Man,India,Bachelor’s degree,Data Analyst,3-5 years
22-24,Woman,Nigeria,Bachelor’s degree,Currently not employed,< 1 years
25-29,Man,South Korea,Bachelor’s degree,Student,1-2 years
18-21,Man,Russia,Bachelor’s degree,Machine Learning Engineer,1-2 years
30-34,Man,Netherlands,Master’s degree,Data Scientist,3-5 years
25-29,Man,India,Master’s degree,Research Scientist,3-5 years
30-34,Woman,India,Bachelor’s degree,Software Engineer,10-20 years
45-49,Man,Italy,Bachelor’s degree,Software Engineer,20+ years
22-24,Man,India,Master’s degree,Student,< 1 years
25-29,Man,Turkey,,,
30-34,Man,Spain,Master’s degree,Currently not employed,5-10 years
50-54,Man,United States of America,Master’s degree,Data Engineer,20+ years
30-34,Man,India,Master’s degree,Data Scientist,10-20 years
18-21,Man,India,Master’s degree,Student,1-2 years
35-39,Man,India,Bachelor’s degree,Product/Project Manager,5-10 years
22-24,Man,Nigeria,Bachelor’s degree,Data Analyst,3-5 years
22-24,Man,South Africa,Bachelor’s degree,Software Engineer,1-2 years
22-24,Man,India,Master’s degree,Data Engineer,3-5 years
22-24,Man,Brazil,Bachelor’s degree,Student,1-2 years
22-24,Man,India,Bachelor’s degree,Machine Learning Engineer,< 1 years
22-24,Man,Bangladesh,Bachelor’s degree,Currently not employed,3-5 years
25-29,Woman,United States of America,Master’s degree,Data Scientist,3-5 years
22-24,Man,India,Master’s degree,Machine Learning Engineer,< 1 years
22-24,Man,Peru,Master’s degree,Student,1-2 years
30-34,Man,United States of America,Bachelor’s degree,Software Engineer,10-20 years
40-44,Man,India,Doctoral degree,Other,3-5 years
18-21,Man,India,Master’s degree,Student,3-5 years
25-29,Woman,South Korea,Master’s degree,Student,< 1 years
22-24,Man,India,Master’s degree,Product/Project Manager,1-2 years
25-29,Man,China,Master’s degree,Software Engineer,5-10 years
18-21,Man,Kenya,Bachelor’s degree,Student,< 1 years
40-44,Prefer not to say,United States of America,Doctoral degree,Data Analyst,5-10 years
25-29,Man,Philippines,Bachelor’s degree,Data Scientist,5-10 years
22-24,Man,United States of America,Bachelor’s degree,Business Analyst,3-5 years
40-44,Man,United States of America,Bachelor’s degree,Product/Project Manager,I have never written code
22-24,Woman,India,Master’s degree,Student,1-2 years
55-59,Man,Germany,Professional degree,Statistician,3-5 years
22-24,Man,Australia,Master’s degree,Data Analyst,3-5 years
22-24,Woman,Pakistan,Bachelor’s degree,Software Engineer,1-2 years
30-34,Man,Mexico,Master’s degree,Machine Learning Engineer,10-20 years
30-34,Man,Japan,Master’s degree,Research Scientist,10-20 years
18-21,Woman,United States of America,Bachelor’s degree,Data Analyst,1-2 years
50-54,Man,Romania,Doctoral degree,Data Scientist,20+ years
18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,1-2 years
50-54,Man,Ghana,Master’s degree,Business Analyst,1-2 years
25-29,Woman,India,Master’s degree,Software Engineer,3-5 years
18-21,Man,Australia,Bachelor’s degree,Student,5-10 years
25-29,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,< 1 years
22-24,Woman,China,Master’s degree,Student,3-5 years
35-39,Man,Republic of Korea,Doctoral degree,Research Scientist,10-20 years
45-49,Man,Russia,Master’s degree,Software Engineer,20+ years
35-39,Man,Canada,Doctoral degree,Data Scientist,3-5 years
25-29,Woman,Germany,Master’s degree,Currently not employed,3-5 years
40-44,Man,Nigeria,Master’s degree,Currently not employed,< 1 years
35-39,Man,Other,Bachelor’s degree,Currently not employed,< 1 years
22-24,Man,Mexico,Some college/university study without earning a bachelor’s degree,Student,1-2 years
18-21,Man,India,Bachelor’s degree,Student,3-5 years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
40-44,Man,Other,Master’s degree,Data Analyst,1-2 years
18-21,Man,India,,,
55-59,Man,Other,Bachelor’s degree,Data Analyst,10-20 years
25-29,Man,Other,Master’s degree,Student,< 1 years
30-34,Man,India,Bachelor’s degree,Product/Project Manager,1-2 years
18-21,Man,Pakistan,Bachelor’s degree,Software Engineer,1-2 years
40-44,Man,Canada,Doctoral degree,Currently not employed,5-10 years
35-39,Man,Kenya,Master’s degree,Data Analyst,< 1 years
30-34,Man,Viet Nam,Master’s degree,Other,10-20 years
25-29,Man,Other,Bachelor’s degree,Data Scientist,3-5 years
22-24,Man,Colombia,Master’s degree,Data Analyst,< 1 years
22-24,Woman,Ghana,Bachelor’s degree,Product/Project Manager,3-5 years
40-44,Man,Spain,Doctoral degree,Other,3-5 years
25-29,Man,South Korea,Bachelor’s degree,Currently not employed,1-2 years
18-21,Woman,Brazil,Bachelor’s degree,Student,1-2 years
30-34,Man,China,Doctoral degree,Research Scientist,3-5 years
60-69,Man,Colombia,Professional degree,Machine Learning Engineer,I have never written code
30-34,Man,Poland,Doctoral degree,Machine Learning Engineer,5-10 years
30-34,Man,India,Master’s degree,Data Scientist,5-10 years
22-24,Man,China,Master’s degree,Student,1-2 years
25-29,Man,United States of America,Master’s degree,Data Scientist,3-5 years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
18-21,Woman,Greece,No formal education past high school,Data Analyst,
22-24,Man,Other,Master’s degree,Student,5-10 years
40-44,Man,Malaysia,Bachelor’s degree,Currently not employed,< 1 years
40-44,Woman,Other,Bachelor’s degree,Other,3-5 years
25-29,Man,Taiwan,Master’s degree,Software Engineer,5-10 years
50-54,Man,Brazil,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,< 1 years
60-69,Man,United States of America,Doctoral degree,Data Analyst,20+ years
30-34,Woman,Pakistan,Professional degree,Student,< 1 years
18-21,Woman,India,Bachelor’s degree,Student,1-2 years
35-39,Woman,India,Master’s degree,Statistician,1-2 years
30-34,Man,Canada,Master’s degree,Data Analyst,3-5 years
35-39,Man,Italy,Bachelor’s degree,Other,I have never written code
25-29,Man,Germany,Master’s degree,Research Scientist,1-2 years
40-44,Man,Brazil,Master’s degree,Product/Project Manager,10-20 years
35-39,Man,United States of America,Bachelor’s degree,Software Engineer,5-10 years
30-34,Man,South Korea,Bachelor’s degree,Software Engineer,5-10 years
22-24,Man,Egypt,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,I have never written code
30-34,Man,Singapore,Master’s degree,Data Analyst,3-5 years
40-44,Man,India,Master’s degree,Software Engineer,10-20 years
22-24,Man,India,Bachelor’s degree,Currently not employed,< 1 years
45-49,Man,Other,Doctoral degree,Research Scientist,20+ years
35-39,Man,Ireland,Doctoral degree,Student,10-20 years
25-29,Man,Russia,Some college/university study without earning a bachelor’s degree,Statistician,I have never written code
25-29,Man,Viet Nam,Master’s degree,Data Analyst,5-10 years
22-24,Man,Turkey,Bachelor’s degree,Machine Learning Engineer,< 1 years
40-44,Man,Canada,Doctoral degree,Data Analyst,10-20 years
22-24,Man,Bangladesh,Bachelor’s degree,Student,3-5 years
25-29,Man,Indonesia,Bachelor’s degree,Data Engineer,5-10 years
30-34,Woman,India,Doctoral degree,Research Scientist,3-5 years
35-39,Woman,United States of America,Master’s degree,Product/Project Manager,I have never written code
40-44,Man,Brazil,Doctoral degree,Data Scientist,3-5 years
55-59,Man,United States of America,Bachelor’s degree,Currently not employed,3-5 years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
25-29,Man,United States of America,Doctoral degree,Data Scientist,5-10 years
30-34,Man,Singapore,Bachelor’s degree,Data Engineer,3-5 years
30-34,Man,United States of America,Bachelor’s degree,Software Engineer,10-20 years
45-49,Man,United Kingdom of Great Britain and Northern Ireland,Professional degree,Data Scientist,5-10 years
35-39,Man,Japan,I prefer not to answer,Currently not employed,3-5 years
22-24,Man,"Iran, Islamic Republic of...",Master’s degree,Data Scientist,3-5 years
30-34,Man,Israel,Master’s degree,Data Scientist,5-10 years
25-29,Man,India,Bachelor’s degree,Software Engineer,3-5 years
40-44,Man,Netherlands,Master’s degree,Other,20+ years
18-21,Man,India,Bachelor’s degree,Student,3-5 years
40-44,Woman,Australia,Master’s degree,Currently not employed,5-10 years
30-34,Man,Turkey,Bachelor’s degree,Currently not employed,< 1 years
18-21,Man,Poland,Bachelor’s degree,Student,1-2 years
18-21,Man,China,,,
25-29,Man,Other,Bachelor’s degree,Data Analyst,< 1 years
25-29,Woman,Pakistan,Bachelor’s degree,Currently not employed,< 1 years
25-29,Woman,India,Professional degree,Student,I have never written code
22-24,Man,United States of America,Bachelor’s degree,Student,3-5 years
45-49,Man,Spain,Master’s degree,Other,3-5 years
25-29,Man,India,Bachelor’s degree,,
22-24,Man,Other,Bachelor’s degree,Student,3-5 years
50-54,Man,United States of America,Master’s degree,Business Analyst,< 1 years
25-29,Woman,Viet Nam,Bachelor’s degree,Data Analyst,3-5 years
22-24,Man,India,Bachelor’s degree,Software Engineer,< 1 years
25-29,Man,Brazil,Bachelor’s degree,Software Engineer,5-10 years
18-21,Woman,India,Bachelor’s degree,Machine Learning Engineer,1-2 years
35-39,Man,Spain,Bachelor’s degree,Data Scientist,< 1 years
25-29,Woman,United States of America,Bachelor’s degree,Student,3-5 years
30-34,Man,Philippines,Bachelor’s degree,Other,1-2 years
50-54,Man,France,Master’s degree,DBA/Database Engineer,20+ years
60-69,Man,Italy,Professional degree,Business Analyst,5-10 years
40-44,Man,India,Master’s degree,Data Analyst,3-5 years
22-24,Man,India,I prefer not to answer,Currently not employed,< 1 years
40-44,Man,Morocco,Doctoral degree,Research Scientist,10-20 years
50-54,Man,South Africa,Master’s degree,Machine Learning Engineer,10-20 years
25-29,Woman,United States of America,Master’s degree,Data Engineer,3-5 years
35-39,Man,Argentina,Bachelor’s degree,Student,1-2 years
18-21,Man,India,Bachelor’s degree,Student,5-10 years
22-24,Man,United States of America,Bachelor’s degree,Student,5-10 years
35-39,Woman,India,Master’s degree,Other,5-10 years
18-21,Man,Ukraine,Master’s degree,Software Engineer,1-2 years
25-29,Man,India,Master’s degree,Data Scientist,3-5 years
22-24,Man,Argentina,Master’s degree,Student,5-10 years
40-44,Man,Japan,Master’s degree,Other,10-20 years
40-44,Man,Canada,Some college/university study without earning a bachelor’s degree,Currently not employed,1-2 years
45-49,Man,Russia,Doctoral degree,Research Scientist,10-20 years
18-21,Man,India,Bachelor’s degree,Currently not employed,1-2 years
30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,1-2 years
60-69,Man,India,Doctoral degree,Other,20+ years
35-39,Man,Italy,Doctoral degree,Research Scientist,10-20 years
22-24,Man,Argentina,Some college/university study without earning a bachelor’s degree,Student,1-2 years
50-54,Man,Japan,Doctoral degree,Research Scientist,20+ years
35-39,Man,United States of America,Master’s degree,Data Scientist,3-5 years
22-24,Man,India,Master’s degree,Student,< 1 years
35-39,Woman,United States of America,Bachelor’s degree,Other,3-5 years
18-21,Man,Japan,,,
40-44,Man,Argentina,Master’s degree,Data Scientist,10-20 years
18-21,Woman,Belarus,Master’s degree,Student,< 1 years
22-24,Woman,"Iran, Islamic Republic of...",Master’s degree,Data Analyst,1-2 years
50-54,Man,Italy,Doctoral degree,Statistician,20+ years
35-39,Man,Germany,Doctoral degree,Data Scientist,5-10 years
60-69,Man,Canada,Doctoral degree,Research Scientist,20+ years
25-29,Man,"Iran, Islamic Republic of...",Master’s degree,Other,3-5 years
40-44,Woman,Brazil,Professional degree,Data Analyst,I have never written code
25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,1-2 years
55-59,Man,Japan,Master’s degree,Other,10-20 years
25-29,Man,Spain,Master’s degree,Currently not employed,3-5 years
25-29,Man,Russia,Bachelor’s degree,Student,3-5 years
35-39,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,5-10 years
30-34,Man,South Africa,No formal education past high school,Currently not employed,< 1 years
22-24,Man,India,Master’s degree,Data Analyst,3-5 years
40-44,Man,Japan,Some college/university study without earning a bachelor’s degree,Data Engineer,I have never written code
18-21,Woman,India,Master’s degree,Student,1-2 years
50-54,Man,Italy,Professional degree,Other,5-10 years
50-54,Man,United States of America,Master’s degree,Product/Project Manager,1-2 years
25-29,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Statistician,10-20 years
50-54,Man,Italy,,,
35-39,Man,India,Master’s degree,Product/Project Manager,I have never written code
