age,gender
40-44,Man
25-29,Man
18-21,Man
35-39,Man
22-24,Woman
18-21,Man
25-29,Woman
22-24,Man
22-24,Man
50-54,Man
30-34,Woman
60-69,Man
35-39,Others
18-21,Man
35-39,Man
18-21,Woman
40-44,Woman
30-34,Man
18-21,Man
30-34,Man
25-29,Woman
25-29,Man
50-54,Man
25-29,Man
18-21,Man
25-29,Man
30-34,Man
35-39,Man
22-24,Man
22-24,Man
25-29,Man
25-29,Man
30-34,Woman
25-29,Man
30-34,Man
25-29,Man
30-34,Man
35-39,Man
50-54,Man
30-34,Man
60-69,Man
35-39,Man
40-44,Man
35-39,Man
22-24,Man
45-49,Man
50-54,Man
18-21,Others
18-21,Woman
25-29,Woman
40-44,Man
30-34,Woman
22-24,Man
45-49,Man
25-29,Man
45-49,Man
18-21,Man
30-34,Man
25-29,Man
25-29,Man
60-69,Man
30-34,Woman
40-44,Man
30-34,Man
18-21,Man
55-59,Man
35-39,Man
40-44,Woman
40-44,Others
22-24,Woman
25-29,Man
18-21,Man
25-29,Woman
18-21,Man
18-21,Man
22-24,Man
22-24,Woman
30-34,Man
60-69,Man
18-21,Man
25-29,Man
22-24,Man
50-54,Man
18-21,Man
40-44,Woman
25-29,Man
22-24,Man
18-21,Man
25-29,Man
35-39,Woman
22-24,Woman
35-39,Man
22-24,Man
30-34,Man
25-29,Man
18-21,Man
18-21,Man
35-39,Woman
25-29,Man
30-34,Man
25-29,Man
30-34,Man
25-29,Man
40-44,Man
18-21,Man
22-24,Man
22-24,Man
30-34,Man
25-29,Woman
35-39,Man
25-29,Man
25-29,Man
25-29,Woman
25-29,Woman
25-29,Man
25-29,Man
45-49,Woman
25-29,Man
45-49,Man
22-24,Woman
30-34,Others
25-29,Man
22-24,Man
45-49,Man
18-21,Woman
18-21,Woman
50-54,Man
25-29,Man
22-24,Man
40-44,Man
22-24,Man
30-34,Others
25-29,Woman
50-54,Man
25-29,Man
18-21,Man
30-34,Man
18-21,Man
25-29,Man
30-34,Man
25-29,Man
45-49,Man
18-21,Man
45-49,Man
22-24,Man
18-21,Others
25-29,Man
30-34,Man
22-24,Man
40-44,Man
45-49,Man
30-34,Man
45-49,Man
40-44,Man
50-54,Man
22-24,Man
22-24,Man
25-29,Man
35-39,Man
30-34,Woman
25-29,Man
22-24,Man
25-29,Woman
35-39,Man
35-39,Man
40-44,Man
30-34,Man
22-24,Man
30-34,Man
18-21,Man
18-21,Man
30-34,Others
60-69,Man
25-29,Man
30-34,Man
22-24,Man
25-29,Man
22-24,Man
30-34,Woman
22-24,Man
30-34,Man
25-29,Woman
45-49,Man
30-34,Woman
30-34,Man
40-44,Woman
25-29,Man
18-21,Woman
35-39,Man
30-34,Woman
22-24,Woman
25-29,Man
22-24,Woman
30-34,Man
25-29,Man
25-29,Man
45-49,Man
18-21,Man
60-69,Man
18-21,Woman
18-21,Woman
45-49,Man
25-29,Man
18-21,Man
60-69,Man
55-59,Man
35-39,Man
22-24,Man
30-34,Man
35-39,Man
30-34,Man
22-24,Man
22-24,Man
18-21,Man
18-21,Man
25-29,Woman
30-34,Man
45-49,Man
22-24,Man
22-24,Man
25-29,Man
45-49,Man
18-21,Man
25-29,Man
25-29,Man
18-21,Man
22-24,Woman
45-49,Man
40-44,Man
18-21,Man
45-49,Man
18-21,Man
50-54,Man
40-44,Man
35-39,Man
30-34,Man
30-34,Man
30-34,Man
25-29,Woman
22-24,Man
30-34,Man
35-39,Man
45-49,Man
25-29,Man
25-29,Woman
30-34,Man
25-29,Man
22-24,Woman
50-54,Man
22-24,Man
18-21,Man
50-54,Man
22-24,Man
25-29,Woman
25-29,Man
18-21,Man
30-34,Woman
40-44,Woman
40-44,Man
18-21,Man
22-24,Woman
45-49,Man
25-29,Woman
30-34,Man
18-21,Man
25-29,Man
25-29,Man
22-24,Man
40-44,Man
25-29,Woman
22-24,Man
35-39,Man
30-34,Man
25-29,Woman
30-34,Woman
25-29,Man
60-69,Man
40-44,Man
25-29,Man
30-34,Woman
35-39,Man
22-24,Man
25-29,Man
25-29,Man
22-24,Man
22-24,Man
40-44,Man
50-54,Man
25-29,Man
18-21,Man
25-29,Woman
45-49,Others
25-29,Woman
25-29,Woman
40-44,Man
35-39,Man
18-21,Others
18-21,Woman
25-29,Woman
18-21,Woman
55-59,Man
40-44,Woman
22-24,Man
18-21,Woman
25-29,Man
22-24,Man
30-34,Man
25-29,Woman
18-21,Man
50-54,Man
22-24,Woman
18-21,Woman
30-34,Woman
35-39,Others
60-69,Man
25-29,Woman
55-59,Man
25-29,Man
25-29,Man
25-29,Man
30-34,Man
30-34,Man
30-34,Man
18-21,Man
18-21,Man
30-34,Man
18-21,Woman
30-34,Man
25-29,Man
40-44,Man
45-49,Man
35-39,Man
22-24,Man
25-29,Woman
35-39,Man
22-24,Man
22-24,Woman
45-49,Man
30-34,Man
55-59,Man
18-21,Man
30-34,Man
35-39,Man
30-34,Man
18-21,Man
22-24,Man
18-21,Woman
40-44,Man
18-21,Man
40-44,Man
45-49,Man
25-29,Woman
35-39,Man
30-34,Man
18-21,Woman
40-44,Woman
30-34,Man
60-69,Man
18-21,Woman
22-24,Man
30-34,Man
22-24,Man
22-24,Man
40-44,Man
45-49,Man
30-34,Woman
35-39,Man
22-24,Woman
25-29,Woman
22-24,Man
50-54,Man
25-29,Man
18-21,Man
25-29,Man
18-21,Man
45-49,Man
18-21,Man
25-29,Man
22-24,Man
60-69,Man
50-54,Man
25-29,Man
25-29,Man
25-29,Man
25-29,Woman
22-24,Man
25-29,Man
30-34,Woman
35-39,Woman
25-29,Man
22-24,Woman
30-34,Man
18-21,Woman
45-49,Man
30-34,Man
22-24,Woman
25-29,Man
40-44,Man
22-24,Others
22-24,Man
60-69,Man
22-24,Man
25-29,Man
25-29,Man
50-54,Man
35-39,Man
60-69,Man
45-49,Man
40-44,Woman
18-21,Woman
18-21,Man
18-21,Woman
40-44,Man
18-21,Woman
30-34,Woman
30-34,Man
25-29,Man
18-21,Woman
25-29,Man
35-39,Man
25-29,Man
40-44,Man
22-24,Woman
35-39,Woman
35-39,Man
18-21,Man
22-24,Woman
30-34,Man
35-39,Man
40-44,Man
18-21,Man
25-29,Man
22-24,Others
18-21,Man
30-34,Woman
22-24,Man
50-54,Man
22-24,Man
25-29,Man
30-34,Man
18-21,Woman
18-21,Man
30-34,Man
25-29,Man
25-29,Woman
35-39,Man
45-49,Man
35-39,Others
18-21,Woman
30-34,Man
40-44,Man
25-29,Man
22-24,Man
50-54,Man
60-69,Man
30-34,Man
25-29,Man
35-39,Man
35-39,Man
18-21,Man
18-21,Man
25-29,Woman
25-29,Man
25-29,Man
60-69,Man
50-54,Man
18-21,Man
18-21,Woman
35-39,Man
30-34,Man
70+,Man
18-21,Man
22-24,Others
55-59,Man
25-29,Woman
18-21,Man
35-39,Man
35-39,Others
45-49,Man
30-34,Man
25-29,Woman
18-21,Man
25-29,Man
30-34,Man
45-49,Man
40-44,Man
30-34,Man
40-44,Woman
18-21,Woman
30-34,Man
25-29,Man
22-24,Man
30-34,Man
18-21,Man
22-24,Man
40-44,Man
35-39,Man
40-44,Man
30-34,Man
22-24,Man
30-34,Woman
35-39,Man
40-44,Woman
18-21,Man
22-24,Man
50-54,Man
25-29,Woman
40-44,Man
22-24,Man
22-24,Man
18-21,Man
22-24,Man
25-29,Man
25-29,Man
25-29,Woman
35-39,Woman
25-29,Man
55-59,Man
25-29,Man
40-44,Man
30-34,Man
30-34,Woman
45-49,Man
30-34,Woman
22-24,Man
25-29,Man
30-34,Man
25-29,Man
30-34,Woman
25-29,Man
35-39,Man
18-21,Man
35-39,Man
22-24,Man
25-29,Man
30-34,Man
30-34,Woman
18-21,Man
30-34,Man
30-34,Man
25-29,Man
18-21,Woman
55-59,Woman
22-24,Man
35-39,Woman
22-24,Man
25-29,Man
25-29,Woman
18-21,Woman
22-24,Man
40-44,Man
22-24,Woman
25-29,Man
18-21,Man
22-24,Man
22-24,Man
40-44,Woman
22-24,Man
18-21,Man
25-29,Man
25-29,Man
18-21,Man
22-24,Man
18-21,Woman
25-29,Man
25-29,Woman
25-29,Man
18-21,Man
25-29,Man
22-24,Man
35-39,Woman
30-34,Man
25-29,Man
22-24,Man
50-54,Man
22-24,Man
45-49,Man
22-24,Woman
25-29,Others
18-21,Woman
18-21,Woman
35-39,Man
25-29,Man
30-34,Man
35-39,Man
30-34,Man
30-34,Man
22-24,Man
22-24,Woman
30-34,Man
40-44,Man
22-24,Man
18-21,Woman
18-21,Man
40-44,Woman
25-29,Man
25-29,Man
55-59,Woman
40-44,Man
45-49,Man
25-29,Woman
25-29,Man
35-39,Man
25-29,Man
22-24,Woman
22-24,Man
50-54,Man
18-21,Woman
45-49,Man
22-24,Man
45-49,Man
40-44,Man
22-24,Woman
25-29,Woman
40-44,Man
30-34,Others
35-39,Man
22-24,Woman
30-34,Woman
22-24,Woman
22-24,Man
35-39,Man
30-34,Man
45-49,Man
18-21,Man
60-69,Man
22-24,Man
25-29,Man
25-29,Man
25-29,Man
18-21,Man
30-34,Man
18-21,Woman
18-21,Man
35-39,Man
50-54,Man
22-24,Man
25-29,Man
30-34,Man
30-34,Woman
18-21,Man
25-29,Man
22-24,Man
55-59,Man
22-24,Man
25-29,Man
18-21,Man
22-24,Woman
18-21,Man
25-29,Man
22-24,Man
22-24,Woman
25-29,Man
35-39,Woman
25-29,Man
18-21,Man
70+,Man
45-49,Man
22-24,Man
22-24,Man
18-21,Man
18-21,Man
22-24,Man
25-29,Man
25-29,Woman
25-29,Woman
25-29,Man
22-24,Man
45-49,Man
25-29,Man
30-34,Woman
40-44,Man
25-29,Man
25-29,Others
35-39,Woman
18-21,Man
18-21,Man
22-24,Man
22-24,Man
18-21,Man
18-21,Man
25-29,Man
22-24,Man
25-29,Man
30-34,Man
22-24,Man
35-39,Man
35-39,Man
45-49,Man
25-29,Woman
40-44,Man
45-49,Man
18-21,Man
25-29,Man
60-69,Man
18-21,Man
50-54,Man
50-54,Woman
18-21,Man
22-24,Man
25-29,Man
30-34,Man
22-24,Man
25-29,Man
60-69,Woman
30-34,Man
35-39,Man
40-44,Man
22-24,Woman
30-34,Man
18-21,Man
30-34,Man
25-29,Man
18-21,Man
30-34,Man
25-29,Man
18-21,Man
30-34,Man
30-34,Man
18-21,Woman
22-24,Man
22-24,Woman
18-21,Man
18-21,Man
40-44,Man
25-29,Woman
18-21,Man
25-29,Man
35-39,Man
35-39,Woman
22-24,Man
35-39,Man
22-24,Man
22-24,Woman
18-21,Man
22-24,Man
18-21,Man
50-54,Woman
22-24,Man
18-21,Woman
25-29,Man
30-34,Man
18-21,Man
40-44,Man
25-29,Man
35-39,Man
18-21,Man
22-24,Man
30-34,Woman
22-24,Man
25-29,Man
18-21,Man
25-29,Man
18-21,Woman
35-39,Woman
30-34,Man
30-34,Man
35-39,Man
18-21,Woman
40-44,Man
35-39,Man
35-39,Man
25-29,Woman
22-24,Man
25-29,Man
22-24,Man
22-24,Woman
25-29,Man
22-24,Man
25-29,Man
22-24,Man
35-39,Man
25-29,Man
30-34,Man
18-21,Man
22-24,Woman
22-24,Man
18-21,Man
22-24,Man
25-29,Man
35-39,Man
30-34,Man
18-21,Woman
22-24,Man
22-24,Man
30-34,Man
18-21,Man
25-29,Man
18-21,Man
50-54,Woman
18-21,Woman
18-21,Man
25-29,Woman
22-24,Man
22-24,Woman
18-21,Man
25-29,Man
22-24,Man
18-21,Man
25-29,Man
25-29,Man
18-21,Man
40-44,Man
22-24,Man
22-24,Man
35-39,Man
22-24,Man
18-21,Man
18-21,Man
22-24,Man
40-44,Woman
18-21,Man
35-39,Man
18-21,Man
22-24,Woman
18-21,Man
25-29,Man
18-21,Woman
30-34,Man
40-44,Man
18-21,Man
30-34,Man
60-69,Man
25-29,Man
22-24,Man
30-34,Man
50-54,Woman
18-21,Man
18-21,Man
22-24,Man
18-21,Man
25-29,Woman
30-34,Man
35-39,Man
60-69,Man
22-24,Man
25-29,Man
30-34,Man
25-29,Man
40-44,Man
35-39,Man
25-29,Man
60-69,Woman
18-21,Man
40-44,Man
40-44,Man
25-29,Man
22-24,Man
30-34,Man
22-24,Man
25-29,Man
30-34,Man
30-34,Man
45-49,Man
25-29,Man
25-29,Man
45-49,Man
18-21,Man
55-59,Man
22-24,Man
25-29,Man
35-39,Woman
70+,Man
25-29,Woman
22-24,Man
25-29,Man
18-21,Woman
22-24,Man
22-24,Woman
22-24,Man
45-49,Man
55-59,Man
40-44,Man
30-34,Man
30-34,Woman
22-24,Woman
40-44,Man
40-44,Man
25-29,Man
35-39,Woman
30-34,Woman
40-44,Man
55-59,Man
30-34,Man
30-34,Man
22-24,Man
18-21,Man
25-29,Man
25-29,Man
35-39,Man
40-44,Woman
25-29,Man
18-21,Man
22-24,Man
18-21,Man
40-44,Others
45-49,Man
40-44,Man
18-21,Man
45-49,Woman
35-39,Man
35-39,Man
22-24,Man
22-24,Woman
22-24,Woman
40-44,Man
22-24,Man
45-49,Man
25-29,Woman
35-39,Man
18-21,Man
22-24,Man
45-49,Man
25-29,Man
25-29,Man
25-29,Woman
35-39,Woman
30-34,Man
40-44,Man
22-24,Man
35-39,Man
22-24,Man
60-69,Man
25-29,Man
55-59,Man
30-34,Man
30-34,Man
60-69,Man
22-24,Man
40-44,Woman
25-29,Man
18-21,Woman
35-39,Man
30-34,Man
25-29,Man
30-34,Man
25-29,Man
25-29,Woman
40-44,Man
18-21,Man
18-21,Man
35-39,Man
30-34,Man
30-34,Woman
30-34,Woman
22-24,Man
25-29,Man
18-21,Man
25-29,Man
18-21,Man
25-29,Man
40-44,Man
18-21,Man
25-29,Man
18-21,Man
25-29,Woman
50-54,Man
18-21,Man
22-24,Man
40-44,Man
18-21,Woman
25-29,Man
40-44,Man
30-34,Man
22-24,Woman
25-29,Man
22-24,Man
35-39,Woman
22-24,Man
25-29,Man
55-59,Others
25-29,Man
22-24,Woman
30-34,Woman
25-29,Man
25-29,Man
40-44,Man
25-29,Man
40-44,Man
25-29,Man
35-39,Man
25-29,Man
25-29,Man
18-21,Man
25-29,Man
55-59,Man
22-24,Man
30-34,Man
22-24,Woman
35-39,Man
35-39,Man
30-34,Man
22-24,Man
18-21,Woman
45-49,Man
30-34,Man
22-24,Woman
25-29,Man
25-29,Man
55-59,Man
55-59,Man
30-34,Man
18-21,Woman
40-44,Man
35-39,Man
35-39,Man
22-24,Man
22-24,Man
50-54,Others
22-24,Man
18-21,Woman
22-24,Woman
35-39,Man
22-24,Man
60-69,Man
18-21,Man
22-24,Man
45-49,Man
70+,Man
25-29,Man
30-34,Man
25-29,Man
55-59,Man
22-24,Man
30-34,Man
60-69,Man
35-39,Man
22-24,Man
25-29,Man
22-24,Woman
30-34,Man
35-39,Man
25-29,Man
22-24,Man
22-24,Man
30-34,Man
50-54,Man
30-34,Man
35-39,Woman
25-29,Man
18-21,Man
40-44,Man
18-21,Man
18-21,Man
18-21,Man
35-39,Man
60-69,Man
50-54,Man
40-44,Man
40-44,Man
22-24,Man
35-39,Man
25-29,Man
22-24,Man
25-29,Man
25-29,Man
35-39,Man
22-24,Man
18-21,Man
25-29,Man
45-49,Man
35-39,Man
30-34,Man
22-24,Woman
30-34,Man
18-21,Man
25-29,Woman
25-29,Woman
30-34,Man
30-34,Man
35-39,Man
18-21,Man
22-24,Woman
30-34,Man
22-24,Man
30-34,Man
35-39,Woman
22-24,Man
45-49,Man
35-39,Man
25-29,Woman
25-29,Man
22-24,Man
25-29,Man
40-44,Man
22-24,Woman
25-29,Man
25-29,Man
18-21,Man
22-24,Man
22-24,Man
30-34,Man
45-49,Man
22-24,Man
35-39,Man
25-29,Man
45-49,Woman
40-44,Man
25-29,Man
22-24,Man
25-29,Man
18-21,Man
50-54,Man
25-29,Man
35-39,Man
30-34,Man
25-29,Man
22-24,Man
22-24,Man
45-49,Woman
35-39,Man
18-21,Man
22-24,Man
18-21,Man
40-44,Man
30-34,Man
22-24,Man
60-69,Man
18-21,Man
35-39,Woman
50-54,Man
35-39,Man
25-29,Man
50-54,Woman
50-54,Woman
25-29,Man
18-21,Man
22-24,Man
22-24,Man
25-29,Man
40-44,Man
45-49,Man
55-59,Man
30-34,Man
50-54,Woman
18-21,Woman
40-44,Man
40-44,Man
30-34,Woman
45-49,Man
40-44,Man
30-34,Others
40-44,Man
45-49,Woman
22-24,Man
40-44,Man
55-59,Man
35-39,Man
18-21,Man
45-49,Man
22-24,Others
50-54,Man
18-21,Man
18-21,Man
25-29,Man
18-21,Man
18-21,Woman
22-24,Woman
40-44,Man
22-24,Man
18-21,Man
22-24,Man
18-21,Woman
70+,Man
22-24,Man
18-21,Man
25-29,Man
50-54,Man
50-54,Man
25-29,Woman
22-24,Man
40-44,Man
25-29,Man
40-44,Man
22-24,Woman
22-24,Man
22-24,Man
25-29,Man
18-21,Man
40-44,Man
55-59,Man
35-39,Man
22-24,Man
45-49,Woman
40-44,Man
30-34,Woman
35-39,Woman
25-29,Man
22-24,Man
35-39,Woman
50-54,Man
18-21,Man
35-39,Man
22-24,Woman
22-24,Man
25-29,Man
22-24,Man
25-29,Others
25-29,Man
18-21,Man
25-29,Man
18-21,Man
35-39,Man
25-29,Man
22-24,Man
25-29,Woman
35-39,Man
50-54,Man
30-34,Man
25-29,Man
35-39,Man
35-39,Man
22-24,Man
18-21,Man
55-59,Man
25-29,Man
30-34,Man
25-29,Man
25-29,Man
30-34,Man
25-29,Man
35-39,Woman
22-24,Man
22-24,Woman
25-29,Man
22-24,Man
25-29,Man
18-21,Woman
18-21,Man
30-34,Man
30-34,Man
45-49,Man
18-21,Man
60-69,Man
35-39,Woman
40-44,Man
22-24,Man
25-29,Others
18-21,Man
35-39,Man
25-29,Man
55-59,Man
25-29,Man
25-29,Woman
25-29,Woman
22-24,Woman
45-49,Woman
25-29,Woman
18-21,Man
35-39,Man
22-24,Man
35-39,Man
45-49,Man
25-29,Man
40-44,Woman
25-29,Man
50-54,Man
25-29,Man
40-44,Man
22-24,Man
22-24,Woman
45-49,Man
25-29,Man
30-34,Man
18-21,Woman
30-34,Man
18-21,Man
30-34,Man
30-34,Woman
22-24,Man
18-21,Man
30-34,Man
18-21,Man
22-24,Man
30-34,Man
30-34,Woman
25-29,Woman
40-44,Man
45-49,Man
22-24,Man
40-44,Man
40-44,Man
25-29,Woman
45-49,Man
22-24,Man
18-21,Man
50-54,Others
22-24,Man
22-24,Man
40-44,Woman
25-29,Man
30-34,Man
18-21,Man
22-24,Others
45-49,Man
25-29,Man
30-34,Man
50-54,Man
25-29,Man
22-24,Man
18-21,Woman
35-39,Man
18-21,Man
18-21,Man
22-24,Man
35-39,Man
22-24,Man
22-24,Man
30-34,Man
30-34,Man
30-34,Man
18-21,Others
30-34,Man
25-29,Man
30-34,Man
50-54,Man
50-54,Man
30-34,Man
22-24,Man
22-24,Man
40-44,Woman
25-29,Man
60-69,Man
50-54,Man
35-39,Man
25-29,Woman
25-29,Man
22-24,Man
22-24,Woman
22-24,Woman
45-49,Woman
35-39,Woman
30-34,Woman
30-34,Man
22-24,Woman
40-44,Man
22-24,Man
22-24,Woman
25-29,Woman
25-29,Man
25-29,Man
18-21,Man
22-24,Man
18-21,Woman
25-29,Man
40-44,Man
50-54,Man
18-21,Man
50-54,Man
22-24,Man
18-21,Woman
35-39,Man
30-34,Woman
35-39,Man
30-34,Man
35-39,Man
40-44,Man
30-34,Man
30-34,Man
25-29,Woman
22-24,Man
40-44,Woman
18-21,Man
35-39,Man
40-44,Man
25-29,Man
35-39,Man
25-29,Man
22-24,Woman
25-29,Man
22-24,Man
30-34,Woman
22-24,Woman
25-29,Man
18-21,Man
18-21,Man
25-29,Man
35-39,Woman
40-44,Man
22-24,Woman
30-34,Man
22-24,Woman
22-24,Man
22-24,Man
18-21,Man
40-44,Man
55-59,Man
18-21,Man
25-29,Man
40-44,Man
22-24,Man
22-24,Woman
18-21,Man
25-29,Man
40-44,Man
55-59,Man
50-54,Man
25-29,Man
22-24,Man
25-29,Man
40-44,Man
55-59,Man
35-39,Woman
22-24,Man
30-34,Man
35-39,Woman
35-39,Man
22-24,Woman
25-29,Man
55-59,Man
25-29,Man
25-29,Woman
30-34,Man
30-34,Man
25-29,Man
22-24,Man
30-34,Man
30-34,Man
35-39,Man
22-24,Man
18-21,Man
40-44,Man
18-21,Man
30-34,Man
25-29,Man
25-29,Man
25-29,Woman
30-34,Man
60-69,Man
25-29,Man
18-21,Man
35-39,Man
25-29,Woman
30-34,Man
18-21,Man
30-34,Man
35-39,Man
50-54,Man
30-34,Man
30-34,Man
18-21,Man
22-24,Man
25-29,Woman
18-21,Woman
22-24,Woman
18-21,Man
18-21,Man
18-21,Others
18-21,Man
25-29,Man
18-21,Man
35-39,Others
25-29,Woman
35-39,Woman
40-44,Man
40-44,Man
40-44,Man
30-34,Woman
35-39,Man
18-21,Man
30-34,Man
30-34,Man
18-21,Man
22-24,Man
40-44,Man
35-39,Woman
30-34,Woman
70+,Man
18-21,Man
30-34,Man
25-29,Man
25-29,Man
22-24,Man
22-24,Man
18-21,Man
50-54,Man
55-59,Man
25-29,Man
18-21,Man
40-44,Man
25-29,Man
22-24,Man
18-21,Man
18-21,Man
18-21,Man
18-21,Man
35-39,Others
35-39,Man
18-21,Man
22-24,Man
50-54,Man
40-44,Man
35-39,Man
45-49,Man
35-39,Man
25-29,Man
30-34,Man
35-39,Woman
22-24,Man
45-49,Man
22-24,Woman
25-29,Woman
30-34,Man
25-29,Man
25-29,Man
30-34,Man
30-34,Man
30-34,Man
25-29,Man
30-34,Others
25-29,Woman
30-34,Woman
18-21,Man
22-24,Man
18-21,Woman
25-29,Man
35-39,Man
35-39,Man
25-29,Man
40-44,Man
35-39,Man
45-49,Man
25-29,Man
35-39,Man
30-34,Woman
50-54,Man
35-39,Woman
18-21,Man
30-34,Man
40-44,Man
18-21,Woman
30-34,Man
25-29,Man
40-44,Man
45-49,Man
40-44,Woman
40-44,Man
40-44,Man
18-21,Others
18-21,Others
45-49,Man
60-69,Man
22-24,Man
25-29,Man
25-29,Man
25-29,Man
18-21,Woman
25-29,Man
22-24,Man
25-29,Man
25-29,Man
18-21,Man
18-21,Man
25-29,Man
25-29,Man
18-21,Man
22-24,Man
35-39,Man
60-69,Woman
18-21,Man
18-21,Man
30-34,Man
18-21,Man
35-39,Man
18-21,Man
25-29,Man
22-24,Man
22-24,Man
18-21,Woman
18-21,Man
25-29,Man
25-29,Man
45-49,Man
25-29,Man
18-21,Woman
30-34,Man
18-21,Man
35-39,Woman
25-29,Man
30-34,Woman
35-39,Man
22-24,Man
22-24,Man
18-21,Man
22-24,Man
18-21,Man
18-21,Woman
45-49,Man
22-24,Woman
25-29,Man
25-29,Man
25-29,Man
18-21,Man
18-21,Woman
22-24,Man
18-21,Man
18-21,Man
25-29,Man
35-39,Man
35-39,Man
30-34,Man
22-24,Man
25-29,Man
35-39,Man
18-21,Woman
18-21,Man
22-24,Man
18-21,Woman
30-34,Man
18-21,Woman
22-24,Man
18-21,Man
25-29,Man
50-54,Woman
40-44,Man
35-39,Woman
22-24,Woman
35-39,Woman
30-34,Woman
25-29,Man
35-39,Man
22-24,Man
40-44,Woman
25-29,Man
60-69,Man
25-29,Man
22-24,Others
18-21,Man
35-39,Man
25-29,Man
35-39,Man
45-49,Man
25-29,Man
25-29,Man
55-59,Man
25-29,Woman
25-29,Man
55-59,Man
25-29,Man
22-24,Man
25-29,Woman
30-34,Man
45-49,Man
50-54,Man
18-21,Man
45-49,Man
55-59,Man
25-29,Woman
60-69,Man
45-49,Man
18-21,Man
25-29,Man
25-29,Woman
40-44,Man
30-34,Man
35-39,Man
45-49,Man
18-21,Man
45-49,Man
35-39,Man
50-54,Man
40-44,Man
22-24,Man
25-29,Man
25-29,Woman
22-24,Man
30-34,Man
22-24,Man
18-21,Woman
18-21,Man
25-29,Man
22-24,Woman
40-44,Man
30-34,Woman
22-24,Woman
55-59,Man
22-24,Man
25-29,Man
25-29,Woman
30-34,Man
25-29,Man
22-24,Woman
30-34,Man
22-24,Man
35-39,Man
30-34,Man
35-39,Man
25-29,Man
35-39,Woman
22-24,Man
35-39,Man
25-29,Man
35-39,Man
35-39,Man
35-39,Woman
22-24,Man
22-24,Woman
18-21,Woman
22-24,Man
18-21,Man
18-21,Man
25-29,Man
25-29,Man
40-44,Man
35-39,Man
40-44,Woman
45-49,Man
40-44,Man
22-24,Man
30-34,Woman
30-34,Man
30-34,Woman
60-69,Man
25-29,Man
25-29,Man
45-49,Man
22-24,Woman
35-39,Man
45-49,Man
22-24,Woman
22-24,Woman
22-24,Man
22-24,Man
22-24,Man
35-39,Man
18-21,Man
22-24,Woman
30-34,Man
35-39,Man
60-69,Man
40-44,Man
22-24,Man
30-34,Others
18-21,Woman
22-24,Woman
25-29,Man
22-24,Woman
25-29,Man
22-24,Man
25-29,Man
25-29,Man
70+,Man
25-29,Man
22-24,Man
18-21,Woman
18-21,Man
25-29,Man
35-39,Man
18-21,Woman
18-21,Man
30-34,Man
18-21,Man
25-29,Woman
55-59,Man
35-39,Man
30-34,Man
30-34,Man
30-34,Man
25-29,Man
45-49,Man
22-24,Man
55-59,Man
22-24,Man
30-34,Man
30-34,Man
30-34,Man
30-34,Man
40-44,Man
40-44,Man
18-21,Woman
40-44,Woman
18-21,Woman
25-29,Man
22-24,Man
45-49,Man
30-34,Man
35-39,Man
25-29,Man
60-69,Man
18-21,Man
18-21,Man
45-49,Man
25-29,Man
45-49,Man
25-29,Man
22-24,Man
18-21,Man
30-34,Man
40-44,Man
40-44,Man
25-29,Man
22-24,Man
22-24,Man
22-24,Woman
18-21,Woman
18-21,Man
18-21,Man
30-34,Man
30-34,Man
40-44,Man
30-34,Man
25-29,Man
18-21,Man
18-21,Man
30-34,Man
30-34,Man
35-39,Man
18-21,Man
18-21,Woman
22-24,Woman
35-39,Man
35-39,Man
22-24,Woman
50-54,Man
18-21,Woman
22-24,Woman
35-39,Man
22-24,Man
35-39,Man
25-29,Man
30-34,Man
22-24,Woman
40-44,Man
40-44,Woman
22-24,Man
45-49,Man
22-24,Woman
35-39,Man
45-49,Man
40-44,Man
25-29,Man
55-59,Man
50-54,Man
18-21,Man
30-34,Man
35-39,Man
18-21,Man
50-54,Man
22-24,Woman
35-39,Woman
30-34,Man
25-29,Man
70+,Man
40-44,Others
18-21,Man
35-39,Man
50-54,Man
35-39,Man
35-39,Man
30-34,Woman
22-24,Woman
70+,Man
22-24,Man
18-21,Man
22-24,Woman
25-29,Woman
18-21,Man
25-29,Man
30-34,Man
22-24,Man
25-29,Man
25-29,Man
25-29,Man
30-34,Man
18-21,Man
30-34,Man
18-21,Man
18-21,Man
22-24,Others
18-21,Woman
25-29,Man
55-59,Man
50-54,Man
22-24,Man
35-39,Man
18-21,Man
18-21,Man
18-21,Woman
25-29,Man
35-39,Man
18-21,Woman
18-21,Man
35-39,Woman
35-39,Man
35-39,Man
35-39,Man
50-54,Man
22-24,Woman
18-21,Woman
22-24,Woman
30-34,Man
25-29,Man
50-54,Man
60-69,Man
45-49,Man
50-54,Man
22-24,Man
22-24,Man
30-34,Man
18-21,Man
22-24,Man
25-29,Man
25-29,Woman
22-24,Woman
30-34,Man
25-29,Woman
18-21,Woman
25-29,Man
22-24,Woman
25-29,Man
30-34,Man
45-49,Man
18-21,Man
22-24,Man
25-29,Man
25-29,Man
40-44,Man
25-29,Man
18-21,Man
22-24,Man
22-24,Man
40-44,Man
25-29,Man
35-39,Man
30-34,Man
25-29,Man
30-34,Man
25-29,Man
35-39,Woman
25-29,Man
45-49,Man
22-24,Man
25-29,Man
35-39,Woman
35-39,Man
22-24,Woman
18-21,Man
30-34,Woman
22-24,Man
35-39,Man
40-44,Woman
60-69,Woman
30-34,Woman
25-29,Man
18-21,Man
